Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,CSV File Name,Date Reported
,Haiti,2020-03-20T10:13:39,2,0,0,18.9712,-72.2852,03-20-2020.csv,03-20-2020
,Kosovo,2020-03-15T18:20:19,2,0,0,42.6026,20.9030,03-20-2020.csv,03-20-2020
,Liberia,2020-03-18T03:13:22,2,0,0,6.4281,-9.4295,03-20-2020.csv,03-20-2020
,Mauritania,2020-03-19T02:33:08,2,0,0,21.0079,-10.9408,03-20-2020.csv,03-20-2020
,Saint Lucia,2020-03-17T04:32:19,2,0,0,13.9094,-60.9789,03-20-2020.csv,03-20-2020
,Sudan,2020-03-18T12:13:09,2,1,0,12.8628,30.2176,03-20-2020.csv,03-20-2020
Bermuda,United Kingdom,2020-03-19T02:53:33,2,0,0,32.3078,-64.7505,03-20-2020.csv,03-20-2020
,Zambia,2020-03-19T01:53:06,2,0,0,-13.1339,27.8493,03-20-2020.csv,03-20-2020
,Angola,2020-03-20T10:13:38,1,0,0,-11.2027,17.8739,03-20-2020.csv,03-20-2020
,Antigua and Barbuda,2020-03-15T18:20:19,1,0,0,17.0608,-61.7964,03-20-2020.csv,03-20-2020
,Cabo Verde,2020-03-20T10:13:39,1,0,0,16.5388,-23.0418,03-20-2020.csv,03-20-2020
,Chad,2020-03-19T16:43:03,1,0,0,15.4542,18.7322,03-20-2020.csv,03-20-2020
Tibet,China,2020-03-11T02:18:14,1,0,1,31.6927,88.0924,03-20-2020.csv,03-20-2020
,Djibouti,2020-03-19T14:53:06,1,0,0,11.8251,42.5903,03-20-2020.csv,03-20-2020
,El Salvador,2020-03-19T14:53:06,1,0,0,13.7942,-88.8965,03-20-2020.csv,03-20-2020
,Eswatini,2020-03-15T06:41:54,1,0,0,-26.5225,31.4659,03-20-2020.csv,03-20-2020
,Fiji,2020-03-19T14:53:06,1,0,0,-17.7134,178.0650,03-20-2020.csv,03-20-2020
,"Gambia, The",2020-03-18T14:13:56,1,0,0,13.4432,-15.3101,03-20-2020.csv,03-20-2020
,Guinea,2020-03-15T06:41:54,1,0,0,9.9456,-9.6966,03-20-2020.csv,03-20-2020
,Holy See,2020-03-13T22:22:02,1,0,0,41.9029,12.4534,03-20-2020.csv,03-20-2020
,Nepal,2020-03-13T22:22:03,1,0,1,28.3949,84.1240,03-20-2020.csv,03-20-2020
Sint Maarten,Netherlands,2020-03-20T21:13:30,1,0,0,18.0425,-63.0548,03-20-2020.csv,03-20-2020
,Nicaragua,2020-03-19T08:33:08,1,0,0,12.8654,-85.2072,03-20-2020.csv,03-20-2020
,Niger,2020-03-20T02:13:52,1,0,0,17.6078,8.0817,03-20-2020.csv,03-20-2020
,Papua New Guinea,2020-03-20T18:13:12,1,0,0,-6.3150,143.9555,03-20-2020.csv,03-20-2020
,Saint Vincent and the Grenadines,2020-03-14T16:33:03,1,0,0,12.9843,-61.2872,03-20-2020.csv,03-20-2020
,Somalia,2020-03-18T00:53:03,1,0,0,5.1521,46.1996,03-20-2020.csv,03-20-2020
US,US,2020-03-20T22:43:03,1,0,147,37.0902,-95.7129,03-20-2020.csv,03-20-2020
Isle of Man,United Kingdom,2020-03-20T15:13:21,1,0,0,54.2361,-4.5481,03-20-2020.csv,03-20-2020
Montserrat,United Kingdom,2020-03-18T11:53:04,1,0,0,16.7425,-62.1874,03-20-2020.csv,03-20-2020
,Zimbabwe,2020-03-20T22:13:55,1,0,0,-20.0000,30.0000,03-20-2020.csv,03-20-2020
From Diamond Princess,Australia,2020-03-14T02:33:04,0,0,0,35.4437,139.6380,03-20-2020.csv,03-20-2020
French Guiana,France,2020-03-18T14:33:15,0,0,0,4.0000,-53.0000,03-20-2020.csv,03-20-2020
Guadeloupe,France,2020-03-18T14:33:15,0,0,0,16.2500,-61.5833,03-20-2020.csv,03-20-2020
Mayotte,France,2020-03-18T14:33:15,0,0,0,-12.8431,45.1383,03-20-2020.csv,03-20-2020
Reunion,France,2020-03-18T14:33:15,0,0,0,-21.1351,55.2471,03-20-2020.csv,03-20-2020
,Greenland,2020-03-19T09:33:04,0,0,0,72.0000,-40.0000,03-20-2020.csv,03-20-2020
,Guam,2020-03-18T19:14:33,0,0,0,13.4443,144.7937,03-20-2020.csv,03-20-2020
,Guernsey,2020-03-17T18:33:03,0,0,0,49.4500,-2.5800,03-20-2020.csv,03-20-2020
,Jersey,2020-03-17T18:33:03,0,0,0,49.1900,-2.1100,03-20-2020.csv,03-20-2020
,Puerto Rico,2020-03-17T16:13:14,0,0,0,18.2000,-66.5000,03-20-2020.csv,03-20-2020
,Republic of the Congo,2020-03-17T21:33:03,0,0,0,-1.4400,15.5560,03-20-2020.csv,03-20-2020
,The Bahamas,2020-03-19T12:13:38,0,0,0,24.2500,-76.0000,03-20-2020.csv,03-20-2020
,The Gambia,2020-03-18T14:13:56,0,0,0,13.4667,-16.6000,03-20-2020.csv,03-20-2020
