"CsvFileName","PeriodEnding","CSVRawURL","CSVPageURL","DateLastModifiedUTC","FileNumber","NeedsUpdating","Source_Type"
"03-20-2020.csv","03-20-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-20-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-20-2020.csv","2020-03-20T00:00:00Z","58","False","csse_covid_19_daily_reports"
"03-21-2020.csv","03-21-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-21-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-21-2020.csv","2020-03-21T00:00:00Z","59","False","csse_covid_19_daily_reports"
"03-22-2020.csv","03-22-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-22-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-22-2020.csv","2020-03-22T00:00:00Z","60","False","csse_covid_19_daily_reports"
"03-23-2020.csv","03-23-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-23-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-23-2020.csv","2020-03-23T00:00:00Z","61","False","csse_covid_19_daily_reports"
"03-24-2020.csv","03-24-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-24-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-24-2020.csv","2020-03-24T00:00:00Z","62","False","csse_covid_19_daily_reports"
"03-25-2020.csv","03-25-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-25-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-25-2020.csv","2020-03-25T00:00:00Z","63","False","csse_covid_19_daily_reports"
"03-26-2020.csv","03-26-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-26-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-26-2020.csv","2020-03-26T00:00:00Z","64","False","csse_covid_19_daily_reports"
"03-27-2020.csv","03-27-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-27-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-27-2020.csv","2020-03-27T00:00:00Z","65","False","csse_covid_19_daily_reports"
"03-28-2020.csv","03-28-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-28-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-28-2020.csv","2020-03-28T00:00:00Z","66","False","csse_covid_19_daily_reports"
"03-29-2020.csv","03-29-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-29-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-29-2020.csv","2020-03-29T00:00:00Z","67","False","csse_covid_19_daily_reports"
"03-30-2020.csv","03-30-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-30-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-30-2020.csv","2020-03-30T00:00:00Z","68","False","csse_covid_19_daily_reports"
"03-31-2020.csv","03-31-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/03-31-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports03-31-2020.csv","2020-03-31T00:00:00Z","69","False","csse_covid_19_daily_reports"
"04-01-2020.csv","04-01-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/04-01-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports04-01-2020.csv","2020-04-01T00:00:00Z","70","False","csse_covid_19_daily_reports"
"04-02-2020.csv","04-02-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/04-02-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports04-02-2020.csv","2020-04-02T00:00:00Z","71","False","csse_covid_19_daily_reports"
"04-03-2020.csv","04-03-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/04-03-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports04-03-2020.csv","2020-04-03T00:00:00Z","72","False","csse_covid_19_daily_reports"
"04-04-2020.csv","04-04-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/04-04-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports04-04-2020.csv","2020-04-04T00:00:00Z","73","False","csse_covid_19_daily_reports"
"04-05-2020.csv","04-05-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/04-05-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports04-05-2020.csv","2020-04-05T00:00:00Z","74","False","csse_covid_19_daily_reports"
"04-06-2020.csv","04-06-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/04-06-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports04-06-2020.csv","2020-04-06T00:00:00Z","75","False","csse_covid_19_daily_reports"
"04-07-2020.csv","04-07-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/04-07-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports04-07-2020.csv","2020-04-07T00:00:00Z","76","False","csse_covid_19_daily_reports"
"04-08-2020.csv","04-08-2020","https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_daily_reports/04-08-2020.csv","https://github.com/CSSEGISandData/COVID-19/tree/master/csse_covid_19_data/csse_covid_19_daily_reports04-08-2020.csv","2020-04-08T00:00:00Z","77","False","csse_covid_19_daily_reports"
