"Location Name Key","Event First CSV File Name","Event First Location Name Key","Event First Date","Event First Value","Confirmed First CSV File Name","Confirmed First Location Name Key","Confirmed First Date","Confirmed First Value","Deaths First CSV File Name","Deaths First Location Name Key","Deaths First Date","Deaths First Value","Recovered First CSV File Name","Recovered First Location Name Key","Recovered First Date","Recovered First Value","Active First CSV File Name","Active First Location Name Key","Active First Date","Active First Value"
"Jefferson, WI, USA","03-22-2020.csv","Jefferson, WI, USA","03-22-2020","2","03-22-2020.csv","Jefferson, WI, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Jefferson, WI, USA","03-22-2020","2"
"Jefferson, WV, USA","03-22-2020.csv","Jefferson, WV, USA","03-22-2020","3","03-22-2020.csv","Jefferson, WV, USA","03-22-2020","3",,,,,,,,,"03-22-2020.csv","Jefferson, WV, USA","03-22-2020","3"
"Jenkins, GA, USA","03-28-2020.csv","Jenkins, GA, USA","03-28-2020","1","03-28-2020.csv","Jenkins, GA, USA","03-28-2020","1",,,,,,,,,"03-28-2020.csv","Jenkins, GA, USA","03-28-2020","1"
"Jennings, IN, USA","03-22-2020.csv","Jennings, IN, USA","03-22-2020","1","03-22-2020.csv","Jennings, IN, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Jennings, IN, USA","03-22-2020","1"
"Jerauld, SD, USA",,,,,,,,,,,,,,,,,,,,
"Jerome, ID, USA","03-31-2020.csv","Jerome, ID, USA","03-31-2020","2","03-31-2020.csv","Jerome, ID, USA","03-31-2020","2",,,,,,,,,"03-31-2020.csv","Jerome, ID, USA","03-31-2020","2"
"Jersey","03-14-2020.csv","Jersey","03-14-2020","2","03-14-2020.csv","Jersey","03-14-2020","2",,,,,,,,,"03-14-2020.csv","Jersey","03-14-2020","2"
"Jersey, IL, USA","04-03-2020.csv","Jersey, IL, USA","04-03-2020","1","04-03-2020.csv","Jersey, IL, USA","04-03-2020","1",,,,,,,,,"04-03-2020.csv","Jersey, IL, USA","04-03-2020","1"
"Jervis Bay Territory, Australia",,,,,,,,,,,,,,,,,,,,
"Jessamine, KY, USA","03-23-2020.csv","Jessamine, KY, USA","03-23-2020","1","03-23-2020.csv","Jessamine, KY, USA","03-23-2020","1",,,,,,,,,"03-23-2020.csv","Jessamine, KY, USA","03-23-2020","1"
"Jewell, KS, USA",,,,,,,,,,,,,,,,,,,,
"Jiangsu, China","01-22-2020.csv","Jiangsu, China","01-22-2020","1","01-22-2020.csv","Jiangsu, China","01-22-2020","1",,,,,"01-25-2020.csv","Jiangsu, China","01-25-2020","1","01-22-2020.csv","Jiangsu, China","01-22-2020","1"
"Jiangxi, China","01-22-2020.csv","Jiangxi, China","01-22-2020","2","01-22-2020.csv","Jiangxi, China","01-22-2020","2","02-10-2020.csv","Jiangxi, China","02-10-2020","1","01-27-2020.csv","Jiangxi, China","01-27-2020","2","01-22-2020.csv","Jiangxi, China","01-22-2020","2"
"Jilin, China","01-23-2020.csv","Jilin, China","01-23-2020","1","01-23-2020.csv","Jilin, China","01-23-2020","1","02-07-2020.csv","Jilin, China","02-07-2020","1","01-30-2020.csv","Jilin, China","01-30-2020","1","01-23-2020.csv","Jilin, China","01-23-2020","1"
"Jim Hogg, TX, USA",,,,,,,,,,,,,,,,,,,,
"Jim Wells, TX, USA","04-02-2020.csv","Jim Wells, TX, USA","04-02-2020","1","04-02-2020.csv","Jim Wells, TX, USA","04-02-2020","1",,,,,,,,,"04-02-2020.csv","Jim Wells, TX, USA","04-02-2020","1"
"Jo Daviess, IL, USA","03-22-2020.csv","Jo Daviess, IL, USA","03-22-2020","1","03-22-2020.csv","Jo Daviess, IL, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Jo Daviess, IL, USA","03-22-2020","1"
"Johnson, AR, USA","03-28-2020.csv","Johnson, AR, USA","03-28-2020","1","03-28-2020.csv","Johnson, AR, USA","03-28-2020","1",,,,,,,,,"03-28-2020.csv","Johnson, AR, USA","03-28-2020","1"
"Johnson, GA, USA","03-31-2020.csv","Johnson, GA, USA","03-31-2020","1","03-31-2020.csv","Johnson, GA, USA","03-31-2020","1",,,,,,,,,"03-31-2020.csv","Johnson, GA, USA","03-31-2020","1"
"Johnson, IA, USA","03-09-2020.csv","Johnson, IA, USA","03-09-2020","3","03-09-2020.csv","Johnson, IA, USA","03-09-2020","3",,,,,,,,,"03-09-2020.csv","Johnson, IA, USA","03-09-2020","3"
"Johnson, IL, USA",,,,,,,,,,,,,,,,,,,,
"Johnson, IN, USA","03-22-2020.csv","Johnson, IN, USA","03-22-2020","12","03-22-2020.csv","Johnson, IN, USA","03-22-2020","12","03-22-2020.csv","Johnson, IN, USA","03-22-2020","1",,,,,"03-22-2020.csv","Johnson, IN, USA","03-22-2020","11"
"Johnson, KS, USA","03-08-2020.csv","Johnson, KS, USA","03-08-2020","1","03-08-2020.csv","Johnson, KS, USA","03-08-2020","1","03-22-2020.csv","Johnson, KS, USA","03-22-2020","1",,,,,"03-08-2020.csv","Johnson, KS, USA","03-08-2020","1"
"Johnson, KY, USA",,,,,,,,,,,,,,,,,,,,
"Johnson, MO, USA","03-22-2020.csv","Johnson, MO, USA","03-22-2020","1","03-22-2020.csv","Johnson, MO, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Johnson, MO, USA","03-22-2020","1"
"Johnson, NE, USA",,,,,,,,,,,,,,,,,,,,
"Johnson, TN, USA","03-29-2020.csv","Johnson, TN, USA","03-29-2020","2","03-29-2020.csv","Johnson, TN, USA","03-29-2020","2",,,,,,,,,"03-29-2020.csv","Johnson, TN, USA","03-29-2020","2"
"Johnson, TX, USA","03-22-2020.csv","Johnson, TX, USA","03-22-2020","2","03-22-2020.csv","Johnson, TX, USA","03-22-2020","2","03-29-2020.csv","Johnson, TX, USA","03-29-2020","1",,,,,"03-22-2020.csv","Johnson, TX, USA","03-22-2020","2"
"Johnson, WY, USA","03-26-2020.csv","Johnson, WY, USA","03-26-2020","1","03-26-2020.csv","Johnson, WY, USA","03-26-2020","1",,,,,,,,,"03-26-2020.csv","Johnson, WY, USA","03-26-2020","1"
"Johnston, NC, USA","03-22-2020.csv","Johnston, NC, USA","03-22-2020","3","03-22-2020.csv","Johnston, NC, USA","03-22-2020","3","03-27-2020.csv","Johnston, NC, USA","03-27-2020","1",,,,,"03-22-2020.csv","Johnston, NC, USA","03-22-2020","3"
"Johnston, OK, USA",,,,,,,,,,,,,,,,,,,,
"Jones, GA, USA","03-25-2020.csv","Jones, GA, USA","03-25-2020","1","03-25-2020.csv","Jones, GA, USA","03-25-2020","1",,,,,,,,,"03-25-2020.csv","Jones, GA, USA","03-25-2020","1"
"Jones, IA, USA","03-30-2020.csv","Jones, IA, USA","03-30-2020","1","03-30-2020.csv","Jones, IA, USA","03-30-2020","1",,,,,,,,,"03-30-2020.csv","Jones, IA, USA","03-30-2020","1"
"Jones, MS, USA","03-22-2020.csv","Jones, MS, USA","03-22-2020","1","03-22-2020.csv","Jones, MS, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Jones, MS, USA","03-22-2020","1"
"Jones, NC, USA",,,,,,,,,,,,,,,,,,,,
"Jones, SD, USA",,,,,,,,,,,,,,,,,,,,
"Jones, TX, USA",,,,,,,,,,,,,,,,,,,,
"Jordan","03-03-2020.csv","Jordan","03-03-2020","1","03-03-2020.csv","Jordan","03-03-2020","1","03-27-2020.csv","Jordan","03-27-2020","1","03-13-2020.csv","Jordan","03-13-2020","1","03-03-2020.csv","Jordan","03-03-2020","1"
"Josephine, OR, USA","03-22-2020.csv","Josephine, OR, USA","03-22-2020","1","03-22-2020.csv","Josephine, OR, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Josephine, OR, USA","03-22-2020","1"
"Juab, UT, USA",,,,,,,,,,,,,,,,,,,,
"Judith Basin, MT, USA",,,,,,,,,,,,,,,,,,,,
"Juneau, AK, USA","03-23-2020.csv","Juneau, AK, USA","03-23-2020","1","03-23-2020.csv","Juneau, AK, USA","03-23-2020","1",,,,,,,,,"03-23-2020.csv","Juneau, AK, USA","03-23-2020","1"
"Juneau, WI, USA","03-26-2020.csv","Juneau, WI, USA","03-26-2020","1","03-26-2020.csv","Juneau, WI, USA","03-26-2020","1",,,,,,,,,"03-26-2020.csv","Juneau, WI, USA","03-26-2020","1"
"Juniata, PA, USA","03-24-2020.csv","Juniata, PA, USA","03-24-2020","1","03-24-2020.csv","Juniata, PA, USA","03-24-2020","1",,,,,,,,,"03-24-2020.csv","Juniata, PA, USA","03-24-2020","1"
"Kalamazoo, MI, USA","03-23-2020.csv","Kalamazoo, MI, USA","03-23-2020","3","03-23-2020.csv","Kalamazoo, MI, USA","03-23-2020","3","03-30-2020.csv","Kalamazoo, MI, USA","03-30-2020","1",,,,,"03-23-2020.csv","Kalamazoo, MI, USA","03-23-2020","3"
"Kalawao, HI, USA",,,,,,,,,,,,,,,,,,,,
"Kalkaska, MI, USA","03-24-2020.csv","Kalkaska, MI, USA","03-24-2020","1","03-24-2020.csv","Kalkaska, MI, USA","03-24-2020","1","03-31-2020.csv","Kalkaska, MI, USA","03-31-2020","1",,,,,"03-24-2020.csv","Kalkaska, MI, USA","03-24-2020","1"
"Kanabec, MN, USA",,,,,,,,,,,,,,,,,,,,
"Kanawha, WV, USA","03-22-2020.csv","Kanawha, WV, USA","03-22-2020","3","03-22-2020.csv","Kanawha, WV, USA","03-22-2020","3",,,,,,,,,"03-22-2020.csv","Kanawha, WV, USA","03-22-2020","3"
"Kandiyohi, MN, USA","03-26-2020.csv","Kandiyohi, MN, USA","03-26-2020","1","03-26-2020.csv","Kandiyohi, MN, USA","03-26-2020","1",,,,,,,,,"03-26-2020.csv","Kandiyohi, MN, USA","03-26-2020","1"
"Kane, IL, USA","03-22-2020.csv","Kane, IL, USA","03-22-2020","13","03-22-2020.csv","Kane, IL, USA","03-22-2020","13","03-25-2020.csv","Kane, IL, USA","03-25-2020","1",,,,,"03-22-2020.csv","Kane, IL, USA","03-22-2020","13"
"Kane, UT, USA","04-02-2020.csv","Kane, UT, USA","04-02-2020","1","04-02-2020.csv","Kane, UT, USA","04-02-2020","1",,,,,,,,,"04-02-2020.csv","Kane, UT, USA","04-02-2020","1"
"Kankakee, IL, USA","03-22-2020.csv","Kankakee, IL, USA","03-22-2020","2","03-22-2020.csv","Kankakee, IL, USA","03-22-2020","2","04-03-2020.csv","Kankakee, IL, USA","04-03-2020","2",,,,,"03-22-2020.csv","Kankakee, IL, USA","03-22-2020","2"
"Kansas City, MO, USA","03-23-2020.csv","Kansas City, MO, USA","03-23-2020","17","03-23-2020.csv","Kansas City, MO, USA","03-23-2020","17","04-03-2020.csv","Kansas City, MO, USA","04-03-2020","2",,,,,"03-23-2020.csv","Kansas City, MO, USA","03-23-2020","17"
"Karnes, TX, USA","03-26-2020.csv","Karnes, TX, USA","03-26-2020","1","03-26-2020.csv","Karnes, TX, USA","03-26-2020","1",,,,,,,,,"03-26-2020.csv","Karnes, TX, USA","03-26-2020","1"
"Kauai, HI, USA","03-24-2020.csv","Kauai, HI, USA","03-24-2020","1","03-24-2020.csv","Kauai, HI, USA","03-24-2020","1",,,,,,,,,"03-24-2020.csv","Kauai, HI, USA","03-24-2020","1"
"Kaufman, TX, USA","03-25-2020.csv","Kaufman, TX, USA","03-25-2020","2","03-25-2020.csv","Kaufman, TX, USA","03-25-2020","2",,,,,,,,,"03-25-2020.csv","Kaufman, TX, USA","03-25-2020","2"
"Kay, OK, USA","03-22-2020.csv","Kay, OK, USA","03-22-2020","4","03-22-2020.csv","Kay, OK, USA","03-22-2020","4","04-01-2020.csv","Kay, OK, USA","04-01-2020","1",,,,,"03-22-2020.csv","Kay, OK, USA","03-22-2020","4"
"Kazakhstan","03-13-2020.csv","Kazakhstan","03-13-2020","4","03-13-2020.csv","Kazakhstan","03-13-2020","4","03-20-2020.csv","Kazakhstan","03-20-2020","3","03-26-2020.csv","Kazakhstan","03-26-2020","2","03-13-2020.csv","Kazakhstan","03-13-2020","4"
"Kearney, NE, USA","03-27-2020.csv","Kearney, NE, USA","03-27-2020","1","03-27-2020.csv","Kearney, NE, USA","03-27-2020","1",,,,,,,,,"03-27-2020.csv","Kearney, NE, USA","03-27-2020","1"
"Kearny, KS, USA",,,,,,,,,,,,,,,,,,,,
"Keith, NE, USA",,,,,,,,,,,,,,,,,,,,
"Kemper, MS, USA","03-27-2020.csv","Kemper, MS, USA","03-27-2020","1","03-27-2020.csv","Kemper, MS, USA","03-27-2020","1",,,,,,,,,"03-27-2020.csv","Kemper, MS, USA","03-27-2020","1"
"Kenai Peninsula, AK, USA","03-22-2020.csv","Kenai Peninsula, AK, USA","03-22-2020","1","03-22-2020.csv","Kenai Peninsula, AK, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Kenai Peninsula, AK, USA","03-22-2020","1"
"Kendall, IL, USA","03-22-2020.csv","Kendall, IL, USA","03-22-2020","4","03-22-2020.csv","Kendall, IL, USA","03-22-2020","4","03-29-2020.csv","Kendall, IL, USA","03-29-2020","1",,,,,"03-22-2020.csv","Kendall, IL, USA","03-22-2020","4"
"Kendall, TX, USA","03-22-2020.csv","Kendall, TX, USA","03-22-2020","1","03-22-2020.csv","Kendall, TX, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Kendall, TX, USA","03-22-2020","1"
"Kenedy, TX, USA",,,,,,,,,,,,,,,,,,,,
"Kennebec, ME, USA","03-22-2020.csv","Kennebec, ME, USA","03-22-2020","4","03-22-2020.csv","Kennebec, ME, USA","03-22-2020","4","03-31-2020.csv","Kennebec, ME, USA","03-31-2020","1",,,,,"03-22-2020.csv","Kennebec, ME, USA","03-22-2020","4"
"Kenosha, WI, USA","03-22-2020.csv","Kenosha, WI, USA","03-22-2020","10","03-22-2020.csv","Kenosha, WI, USA","03-22-2020","10",,,,,,,,,"03-22-2020.csv","Kenosha, WI, USA","03-22-2020","10"
"Kent, DE, USA","03-22-2020.csv","Kent, DE, USA","03-22-2020","5","03-22-2020.csv","Kent, DE, USA","03-22-2020","5","03-28-2020.csv","Kent, DE, USA","03-28-2020","2",,,,,"03-22-2020.csv","Kent, DE, USA","03-22-2020","5"
"Kent, MD, USA","03-25-2020.csv","Kent, MD, USA","03-25-2020","1","03-25-2020.csv","Kent, MD, USA","03-25-2020","1",,,,,,,,,"03-25-2020.csv","Kent, MD, USA","03-25-2020","1"
"Kent, MI, USA","03-22-2020.csv","Kent, MI, USA","03-22-2020","22","03-22-2020.csv","Kent, MI, USA","03-22-2020","22","03-22-2020.csv","Kent, MI, USA","03-22-2020","1",,,,,"03-22-2020.csv","Kent, MI, USA","03-22-2020","21"
"Kent, RI, USA","03-22-2020.csv","Kent, RI, USA","03-22-2020","7","03-22-2020.csv","Kent, RI, USA","03-22-2020","7",,,,,,,,,"03-22-2020.csv","Kent, RI, USA","03-22-2020","7"
"Kent, TX, USA",,,,,,,,,,,,,,,,,,,,
"Kenton, KY, USA","03-22-2020.csv","Kenton, KY, USA","03-22-2020","1","03-22-2020.csv","Kenton, KY, USA","03-22-2020","1","03-28-2020.csv","Kenton, KY, USA","03-28-2020","1",,,,,"03-22-2020.csv","Kenton, KY, USA","03-22-2020","1"
"Kenya","03-13-2020.csv","Kenya","03-13-2020","1","03-13-2020.csv","Kenya","03-13-2020","1","03-26-2020.csv","Kenya","03-26-2020","1","03-25-2020.csv","Kenya","03-25-2020","1","03-13-2020.csv","Kenya","03-13-2020","1"
"Keokuk, IA, USA","03-28-2020.csv","Keokuk, IA, USA","03-28-2020","1","03-28-2020.csv","Keokuk, IA, USA","03-28-2020","1",,,,,,,,,"03-28-2020.csv","Keokuk, IA, USA","03-28-2020","1"
"Kern, CA, USA","03-22-2020.csv","Kern, CA, USA","03-22-2020","5","03-22-2020.csv","Kern, CA, USA","03-22-2020","5","03-27-2020.csv","Kern, CA, USA","03-27-2020","1",,,,,"03-22-2020.csv","Kern, CA, USA","03-22-2020","5"
"Kerr, TX, USA","03-31-2020.csv","Kerr, TX, USA","03-31-2020","1","03-31-2020.csv","Kerr, TX, USA","03-31-2020","1",,,,,,,,,"03-31-2020.csv","Kerr, TX, USA","03-31-2020","1"
"Kershaw, SC, USA","03-07-2020.csv","Kershaw, SC, USA","03-07-2020","1","03-07-2020.csv","Kershaw, SC, USA","03-07-2020","1","03-23-2020.csv","Kershaw, SC, USA","03-23-2020","1",,,,,"03-07-2020.csv","Kershaw, SC, USA","03-07-2020","1"
"Ketchikan Gateway, AK, USA","03-22-2020.csv","Ketchikan Gateway, AK, USA","03-22-2020","6","03-22-2020.csv","Ketchikan Gateway, AK, USA","03-22-2020","6",,,,,,,,,"03-22-2020.csv","Ketchikan Gateway, AK, USA","03-22-2020","6"
"Kewaunee, WI, USA",,,,,,,,,,,,,,,,,,,,
"Keweenaw, MI, USA",,,,,,,,,,,,,,,,,,,,
"Keya Paha, NE, USA",,,,,,,,,,,,,,,,,,,,
"Kidder, ND, USA",,,,,,,,,,,,,,,,,,,,
"Kimball, NE, USA","04-01-2020.csv","Kimball, NE, USA","04-01-2020","1","04-01-2020.csv","Kimball, NE, USA","04-01-2020","1",,,,,,,,,"04-01-2020.csv","Kimball, NE, USA","04-01-2020","1"
"Kimble, TX, USA",,,,,,,,,,,,,,,,,,,,
"King And Queen, VA, USA","03-31-2020.csv","King And Queen, VA, USA","03-31-2020","1","03-31-2020.csv","King And Queen, VA, USA","03-31-2020","1",,,,,,,,,"03-31-2020.csv","King And Queen, VA, USA","03-31-2020","1"
"King George, VA, USA","03-27-2020.csv","King George, VA, USA","03-27-2020","1","03-27-2020.csv","King George, VA, USA","03-27-2020","1",,,,,,,,,"03-27-2020.csv","King George, VA, USA","03-27-2020","1"
"King William, VA, USA","03-30-2020.csv","King William, VA, USA","03-30-2020","1","03-30-2020.csv","King William, VA, USA","03-30-2020","1",,,,,,,,,"03-30-2020.csv","King William, VA, USA","03-30-2020","1"
"King, TX, USA",,,,,,,,,,,,,,,,,,,,
"King, WA, USA","03-02-2020.csv","King, WA, USA","03-02-2020","14","03-02-2020.csv","King, WA, USA","03-02-2020","14","03-02-2020.csv","King, WA, USA","03-02-2020","5","03-02-2020.csv","King, WA, USA","03-02-2020","1","03-02-2020.csv","King, WA, USA","03-02-2020","8"
"Kingfisher, OK, USA","04-02-2020.csv","Kingfisher, OK, USA","04-02-2020","2","04-02-2020.csv","Kingfisher, OK, USA","04-02-2020","2",,,,,,,,,"04-02-2020.csv","Kingfisher, OK, USA","04-02-2020","2"
"Kingman, KS, USA",,,,,,,,,,,,,,,,,,,,
"Kings, CA, USA","03-28-2020.csv","Kings, CA, USA","03-28-2020","2","03-28-2020.csv","Kings, CA, USA","03-28-2020","2",,,,,,,,,"03-28-2020.csv","Kings, CA, USA","03-28-2020","2"
"Kings, NY, USA",,,,,,,,,,,,,,,,,,,,
"Kingsbury, SD, USA","03-31-2020.csv","Kingsbury, SD, USA","03-31-2020","1","03-31-2020.csv","Kingsbury, SD, USA","03-31-2020","1",,,,,,,,,"03-31-2020.csv","Kingsbury, SD, USA","03-31-2020","1"
"Kinney, TX, USA",,,,,,,,,,,,,,,,,,,,
"Kiowa, CO, USA",,,,,,,,,,,,,,,,,,,,
"Kiowa, KS, USA",,,,,,,,,,,,,,,,,,,,
"Kiowa, OK, USA","04-02-2020.csv","Kiowa, OK, USA","04-02-2020","1","04-02-2020.csv","Kiowa, OK, USA","04-02-2020","1",,,,,,,,,"04-02-2020.csv","Kiowa, OK, USA","04-02-2020","1"
"Kit Carson, CO, USA","03-26-2020.csv","Kit Carson, CO, USA","03-26-2020","1","03-26-2020.csv","Kit Carson, CO, USA","03-26-2020","1",,,,,,,,,"03-26-2020.csv","Kit Carson, CO, USA","03-26-2020","1"
"Kitsap, WA, USA","03-22-2020.csv","Kitsap, WA, USA","03-22-2020","18","03-22-2020.csv","Kitsap, WA, USA","03-22-2020","18","03-28-2020.csv","Kitsap, WA, USA","03-28-2020","1",,,,,"03-22-2020.csv","Kitsap, WA, USA","03-22-2020","18"
"Kittitas, WA, USA","03-08-2020.csv","Kittitas, WA, USA","03-08-2020","1","03-08-2020.csv","Kittitas, WA, USA","03-08-2020","1",,,,,,,,,"03-08-2020.csv","Kittitas, WA, USA","03-08-2020","1"
"Kittson, MN, USA",,,,,,,,,,,,,,,,,,,,
"Klamath, OR, USA","03-07-2020.csv","Klamath, OR, USA","03-07-2020","1","03-07-2020.csv","Klamath, OR, USA","03-07-2020","1",,,,,,,,,"03-07-2020.csv","Klamath, OR, USA","03-07-2020","1"
"Kleberg, TX, USA","03-28-2020.csv","Kleberg, TX, USA","03-28-2020","1","03-28-2020.csv","Kleberg, TX, USA","03-28-2020","1",,,,,,,,,"03-28-2020.csv","Kleberg, TX, USA","03-28-2020","1"
"Klickitat, WA, USA","03-22-2020.csv","Klickitat, WA, USA","03-22-2020","4","03-22-2020.csv","Klickitat, WA, USA","03-22-2020","4","03-30-2020.csv","Klickitat, WA, USA","03-30-2020","1",,,,,"03-22-2020.csv","Klickitat, WA, USA","03-22-2020","4"
"Knott, KY, USA",,,,,,,,,,,,,,,,,,,,
"Knox, IL, USA","03-29-2020.csv","Knox, IL, USA","03-29-2020","1","03-29-2020.csv","Knox, IL, USA","03-29-2020","1",,,,,,,,,"03-29-2020.csv","Knox, IL, USA","03-29-2020","1"
"Knox, IN, USA","03-29-2020.csv","Knox, IN, USA","03-29-2020","2","03-29-2020.csv","Knox, IN, USA","03-29-2020","2",,,,,,,,,"03-29-2020.csv","Knox, IN, USA","03-29-2020","2"
"Knox, KY, USA",,,,,,,,,,,,,,,,,,,,
"Knox, ME, USA","03-23-2020.csv","Knox, ME, USA","03-23-2020","1","03-23-2020.csv","Knox, ME, USA","03-23-2020","1",,,,,,,,,"03-23-2020.csv","Knox, ME, USA","03-23-2020","1"
"Knox, MO, USA",,,,,,,,,,,,,,,,,,,,
"Knox, NE, USA","03-22-2020.csv","Knox, NE, USA","03-22-2020","2","03-22-2020.csv","Knox, NE, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Knox, NE, USA","03-22-2020","2"
"Knox, OH, USA","03-22-2020.csv","Knox, OH, USA","03-22-2020","1","03-22-2020.csv","Knox, OH, USA","03-22-2020","1","04-02-2020.csv","Knox, OH, USA","04-02-2020","1",,,,,"03-22-2020.csv","Knox, OH, USA","03-22-2020","1"
"Knox, TN, USA","03-22-2020.csv","Knox, TN, USA","03-22-2020","5","03-22-2020.csv","Knox, TN, USA","03-22-2020","5","03-30-2020.csv","Knox, TN, USA","03-30-2020","1",,,,,"03-22-2020.csv","Knox, TN, USA","03-22-2020","5"
"Knox, TX, USA",,,,,,,,,,,,,,,,,,,,
"Kodiak Island, AK, USA",,,,,,,,,,,,,,,,,,,,
"Koochiching, MN, USA","04-02-2020.csv","Koochiching, MN, USA","04-02-2020","1","04-02-2020.csv","Koochiching, MN, USA","04-02-2020","1",,,,,,,,,"04-02-2020.csv","Koochiching, MN, USA","04-02-2020","1"
"Kootenai, ID, USA","03-22-2020.csv","Kootenai, ID, USA","03-22-2020","3","03-22-2020.csv","Kootenai, ID, USA","03-22-2020","3",,,,,,,,,"03-22-2020.csv","Kootenai, ID, USA","03-22-2020","3"
"Kosciusko, IN, USA","03-27-2020.csv","Kosciusko, IN, USA","03-27-2020","1","03-27-2020.csv","Kosciusko, IN, USA","03-27-2020","1",,,,,,,,,"03-27-2020.csv","Kosciusko, IN, USA","03-27-2020","1"
"Kosovo","03-15-2020.csv","Kosovo","03-15-2020","2","03-15-2020.csv","Kosovo","03-15-2020","2","03-26-2020.csv","Kosovo","03-26-2020","1","03-27-2020.csv","Kosovo","03-27-2020","1","03-15-2020.csv","Kosovo","03-15-2020","2"
"Kossuth, IA, USA","03-22-2020.csv","Kossuth, IA, USA","03-22-2020","1","03-22-2020.csv","Kossuth, IA, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Kossuth, IA, USA","03-22-2020","1"
"KS, USA","03-10-2020.csv","KS, USA","03-10-2020","1","03-10-2020.csv","KS, USA","03-10-2020","1","03-13-2020.csv","KS, USA","03-13-2020","1",,,,,"03-10-2020.csv","KS, USA","03-10-2020","1"
"Kusilvak, AK, USA",,,,,,,,,,,,,,,,,,,,
"Kuwait","02-24-2020.csv","Kuwait","02-24-2020","1","02-24-2020.csv","Kuwait","02-24-2020","1",,,,,"03-08-2020.csv","Kuwait","03-08-2020","1","02-24-2020.csv","Kuwait","02-24-2020","1"
"KY, USA","03-10-2020.csv","KY, USA","03-10-2020","6","03-10-2020.csv","KY, USA","03-10-2020","6","03-16-2020.csv","KY, USA","03-16-2020","1","03-16-2020.csv","KY, USA","03-16-2020","1","03-10-2020.csv","KY, USA","03-10-2020","6"
"Kyrgyzstan","03-18-2020.csv","Kyrgyzstan","03-18-2020","3","03-18-2020.csv","Kyrgyzstan","03-18-2020","3","04-03-2020.csv","Kyrgyzstan","04-03-2020","1","03-30-2020.csv","Kyrgyzstan","03-30-2020","3","03-18-2020.csv","Kyrgyzstan","03-18-2020","3"
"La Crosse, WI, USA","03-22-2020.csv","La Crosse, WI, USA","03-22-2020","5","03-22-2020.csv","La Crosse, WI, USA","03-22-2020","5",,,,,,,,,"03-22-2020.csv","La Crosse, WI, USA","03-22-2020","5"
"La Paz, AZ, USA","03-26-2020.csv","La Paz, AZ, USA","03-26-2020","2","03-26-2020.csv","La Paz, AZ, USA","03-26-2020","2",,,,,,,,,"03-26-2020.csv","La Paz, AZ, USA","03-26-2020","2"
"La Plata, CO, USA","03-25-2020.csv","La Plata, CO, USA","03-25-2020","1","03-25-2020.csv","La Plata, CO, USA","03-25-2020","1",,,,,,,,,"03-25-2020.csv","La Plata, CO, USA","03-25-2020","1"
"La Salle, TX, USA",,,,,,,,,,,,,,,,,,,,
"LA, USA","03-10-2020.csv","LA, USA","03-10-2020","1","03-10-2020.csv","LA, USA","03-10-2020","1","03-14-2020.csv","LA, USA","03-14-2020","1",,,,,"03-10-2020.csv","LA, USA","03-10-2020","1"
"Labette, KS, USA","03-31-2020.csv","Labette, KS, USA","03-31-2020","1","03-31-2020.csv","Labette, KS, USA","03-31-2020","1",,,,,,,,,"03-31-2020.csv","Labette, KS, USA","03-31-2020","1"
"Lac Qui Parle, MN, USA","03-28-2020.csv","Lac Qui Parle, MN, USA","03-28-2020","1","03-28-2020.csv","Lac Qui Parle, MN, USA","03-28-2020","1",,,,,,,,,"03-28-2020.csv","Lac Qui Parle, MN, USA","03-28-2020","1"
"Lackawanna, PA, USA","03-22-2020.csv","Lackawanna, PA, USA","03-22-2020","6","03-22-2020.csv","Lackawanna, PA, USA","03-22-2020","6","03-24-2020.csv","Lackawanna, PA, USA","03-24-2020","1",,,,,"03-22-2020.csv","Lackawanna, PA, USA","03-22-2020","6"
"Lackland, TX (From Diamond Princess), USA","02-22-2020.csv","Lackland, TX (From Diamond Princess), USA","02-22-2020","2","02-22-2020.csv","Lackland, TX (From Diamond Princess), USA","02-22-2020","2",,,,,,,,,"02-22-2020.csv","Lackland, TX (From Diamond Princess), USA","02-22-2020","2"
"Laclede, MO, USA",,,,,,,,,,,,,,,,,,,,
"Lafayette, AR, USA",,,,,,,,,,,,,,,,,,,,
"Lafayette, FL, USA",,,,,,,,,,,,,,,,,,,,
"Lafayette, LA, USA","03-22-2020.csv","Lafayette, LA, USA","03-22-2020","6","03-22-2020.csv","Lafayette, LA, USA","03-22-2020","6","03-28-2020.csv","Lafayette, LA, USA","03-28-2020","1",,,,,"03-22-2020.csv","Lafayette, LA, USA","03-22-2020","6"
