"Location Name Key","Event First CSV File Name","Event First Location Name Key","Event First Date","Event First Value","Confirmed First CSV File Name","Confirmed First Location Name Key","Confirmed First Date","Confirmed First Value","Deaths First CSV File Name","Deaths First Location Name Key","Deaths First Date","Deaths First Value","Recovered First CSV File Name","Recovered First Location Name Key","Recovered First Date","Recovered First Value","Active First CSV File Name","Active First Location Name Key","Active First Date","Active First Value"
"Washington, UT, USA","03-23-2020.csv","Washington, UT, USA","03-23-2020","5","03-23-2020.csv","Washington, UT, USA","03-23-2020","5","03-29-2020.csv","Washington, UT, USA","03-29-2020","1",,,,,"03-23-2020.csv","Washington, UT, USA","03-23-2020","5"
"Washington, VA, USA","03-26-2020.csv","Washington, VA, USA","03-26-2020","1","03-26-2020.csv","Washington, VA, USA","03-26-2020","1",,,,,,,,,"03-26-2020.csv","Washington, VA, USA","03-26-2020","1"
"Washington, VT, USA","03-22-2020.csv","Washington, VT, USA","03-22-2020","2","03-22-2020.csv","Washington, VT, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Washington, VT, USA","03-22-2020","2"
"Washington, WI, USA","03-22-2020.csv","Washington, WI, USA","03-22-2020","14","03-22-2020.csv","Washington, WI, USA","03-22-2020","14","03-31-2020.csv","Washington, WI, USA","03-31-2020","1",,,,,"03-22-2020.csv","Washington, WI, USA","03-22-2020","14"
"Washita, OK, USA","04-03-2020.csv","Washita, OK, USA","04-03-2020","1","04-03-2020.csv","Washita, OK, USA","04-03-2020","1",,,,,,,,,"04-03-2020.csv","Washita, OK, USA","04-03-2020","1"
"Washoe, NV, USA","03-06-2020.csv","Washoe, NV, USA","03-06-2020","1","03-06-2020.csv","Washoe, NV, USA","03-06-2020","1","03-29-2020.csv","Washoe, NV, USA","03-29-2020","1",,,,,"03-06-2020.csv","Washoe, NV, USA","03-06-2020","1"
"Washtenaw, MI, USA","03-22-2020.csv","Washtenaw, MI, USA","03-22-2020","35","03-22-2020.csv","Washtenaw, MI, USA","03-22-2020","35","03-24-2020.csv","Washtenaw, MI, USA","03-24-2020","3",,,,,"03-22-2020.csv","Washtenaw, MI, USA","03-22-2020","35"
"Watauga, NC, USA","03-22-2020.csv","Watauga, NC, USA","03-22-2020","2","03-22-2020.csv","Watauga, NC, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Watauga, NC, USA","03-22-2020","2"
"Watonwan, MN, USA","03-30-2020.csv","Watonwan, MN, USA","03-30-2020","1","03-30-2020.csv","Watonwan, MN, USA","03-30-2020","1",,,,,,,,,"03-30-2020.csv","Watonwan, MN, USA","03-30-2020","1"
"Waukesha, WI, USA","03-22-2020.csv","Waukesha, WI, USA","03-22-2020","30","03-22-2020.csv","Waukesha, WI, USA","03-22-2020","30","03-31-2020.csv","Waukesha, WI, USA","03-31-2020","1",,,,,"03-22-2020.csv","Waukesha, WI, USA","03-22-2020","30"
"Waupaca, WI, USA","03-26-2020.csv","Waupaca, WI, USA","03-26-2020","1","03-26-2020.csv","Waupaca, WI, USA","03-26-2020","1","03-28-2020.csv","Waupaca, WI, USA","03-28-2020","1",,,,,"03-26-2020.csv","Waupaca, WI, USA","03-26-2020","1"
"Waushara, WI, USA",,,,,,,,,,,,,,,,,,,,
"Wayne, GA, USA",,,,,,,,,,,,,,,,,,,,
"Wayne, IA, USA",,,,,,,,,,,,,,,,,,,,
"Wayne, IL, USA",,,,,,,,,,,,,,,,,,,,
"Wayne, IN, USA","03-22-2020.csv","Wayne, IN, USA","03-22-2020","1","03-22-2020.csv","Wayne, IN, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Wayne, IN, USA","03-22-2020","1"
"Wayne, KY, USA","03-29-2020.csv","Wayne, KY, USA","03-29-2020","1","03-29-2020.csv","Wayne, KY, USA","03-29-2020","1",,,,,,,,,"03-29-2020.csv","Wayne, KY, USA","03-29-2020","1"
"Wayne, MI, USA","03-22-2020.csv","Wayne, MI, USA","03-22-2020","477","03-22-2020.csv","Wayne, MI, USA","03-22-2020","477","03-22-2020.csv","Wayne, MI, USA","03-22-2020","5",,,,,"03-22-2020.csv","Wayne, MI, USA","03-22-2020","472"
"Wayne, MO, USA",,,,,,,,,,,,,,,,,,,,
"Wayne, MS, USA","04-02-2020.csv","Wayne, MS, USA","04-02-2020","1","04-02-2020.csv","Wayne, MS, USA","04-02-2020","1",,,,,,,,,"04-02-2020.csv","Wayne, MS, USA","04-02-2020","1"
"Wayne, NC, USA","03-22-2020.csv","Wayne, NC, USA","03-22-2020","1","03-22-2020.csv","Wayne, NC, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Wayne, NC, USA","03-22-2020","1"
"Wayne, NE, USA",,,,,,,,,,,,,,,,,,,,
"Wayne, NY, USA","03-22-2020.csv","Wayne, NY, USA","03-22-2020","3","03-22-2020.csv","Wayne, NY, USA","03-22-2020","3",,,,,,,,,"03-22-2020.csv","Wayne, NY, USA","03-22-2020","3"
"Wayne, OH, USA","03-25-2020.csv","Wayne, OH, USA","03-25-2020","1","03-25-2020.csv","Wayne, OH, USA","03-25-2020","1",,,,,,,,,"03-25-2020.csv","Wayne, OH, USA","03-25-2020","1"
"Wayne, PA, USA","03-06-2020.csv","Wayne, PA, USA","03-06-2020","1","03-06-2020.csv","Wayne, PA, USA","03-06-2020","1",,,,,,,,,"03-06-2020.csv","Wayne, PA, USA","03-06-2020","1"
"Wayne, TN, USA","03-31-2020.csv","Wayne, TN, USA","03-31-2020","1","03-31-2020.csv","Wayne, TN, USA","03-31-2020","1",,,,,,,,,"03-31-2020.csv","Wayne, TN, USA","03-31-2020","1"
"Wayne, UT, USA",,,,,,,,,,,,,,,,,,,,
"Wayne, WV, USA",,,,,,,,,,,,,,,,,,,,
"Waynesboro, VA, USA","03-31-2020.csv","Waynesboro, VA, USA","03-31-2020","2","03-31-2020.csv","Waynesboro, VA, USA","03-31-2020","2",,,,,,,,,"03-31-2020.csv","Waynesboro, VA, USA","03-31-2020","2"
"Weakley, TN, USA","03-23-2020.csv","Weakley, TN, USA","03-23-2020","1","03-23-2020.csv","Weakley, TN, USA","03-23-2020","1",,,,,,,,,"03-23-2020.csv","Weakley, TN, USA","03-23-2020","1"
"Webb, TX, USA","03-22-2020.csv","Webb, TX, USA","03-22-2020","4","03-22-2020.csv","Webb, TX, USA","03-22-2020","4","03-30-2020.csv","Webb, TX, USA","03-30-2020","1",,,,,"03-22-2020.csv","Webb, TX, USA","03-22-2020","4"
"Weber, UT, USA","03-23-2020.csv","Weber, UT, USA","03-23-2020","8","03-23-2020.csv","Weber, UT, USA","03-23-2020","8","03-31-2020.csv","Weber, UT, USA","03-31-2020","1",,,,,"03-23-2020.csv","Weber, UT, USA","03-23-2020","8"
"Webster, GA, USA","03-31-2020.csv","Webster, GA, USA","03-31-2020","1","03-31-2020.csv","Webster, GA, USA","03-31-2020","1",,,,,,,,,"03-31-2020.csv","Webster, GA, USA","03-31-2020","1"
"Webster, IA, USA","03-27-2020.csv","Webster, IA, USA","03-27-2020","1","03-27-2020.csv","Webster, IA, USA","03-27-2020","1",,,,,,,,,"03-27-2020.csv","Webster, IA, USA","03-27-2020","1"
"Webster, KY, USA","03-24-2020.csv","Webster, KY, USA","03-24-2020","1","03-24-2020.csv","Webster, KY, USA","03-24-2020","1",,,,,,,,,"03-24-2020.csv","Webster, KY, USA","03-24-2020","1"
"Webster, LA, USA","03-22-2020.csv","Webster, LA, USA","03-22-2020","1","03-22-2020.csv","Webster, LA, USA","03-22-2020","1","03-23-2020.csv","Webster, LA, USA","03-23-2020","1",,,,,"03-22-2020.csv","Webster, LA, USA","03-22-2020","1"
"Webster, MO, USA","03-31-2020.csv","Webster, MO, USA","03-31-2020","2","03-31-2020.csv","Webster, MO, USA","03-31-2020","2",,,,,,,,,"03-31-2020.csv","Webster, MO, USA","03-31-2020","2"
"Webster, MS, USA","03-22-2020.csv","Webster, MS, USA","03-22-2020","1","03-22-2020.csv","Webster, MS, USA","03-22-2020","1","03-25-2020.csv","Webster, MS, USA","03-25-2020","1",,,,,"03-22-2020.csv","Webster, MS, USA","03-22-2020","1"
"Webster, NE, USA",,,,,,,,,,,,,,,,,,,,
"Webster, WV, USA",,,,,,,,,,,,,,,,,,,,
"Weld, CO, USA","03-22-2020.csv","Weld, CO, USA","03-22-2020","37","03-22-2020.csv","Weld, CO, USA","03-22-2020","37","03-22-2020.csv","Weld, CO, USA","03-22-2020","1",,,,,"03-22-2020.csv","Weld, CO, USA","03-22-2020","36"
"Wells, IN, USA","03-22-2020.csv","Wells, IN, USA","03-22-2020","1","03-22-2020.csv","Wells, IN, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Wells, IN, USA","03-22-2020","1"
"Wells, ND, USA",,,,,,,,,,,,,,,,,,,,
"West Bank And Gaza","03-26-2020.csv","West Bank And Gaza","03-26-2020","84","03-26-2020.csv","West Bank And Gaza","03-26-2020","84","03-26-2020.csv","West Bank And Gaza","03-26-2020","1","03-26-2020.csv","West Bank And Gaza","03-26-2020","17","03-26-2020.csv","West Bank And Gaza","03-26-2020","66"
"West Baton Rouge, LA, USA","03-22-2020.csv","West Baton Rouge, LA, USA","03-22-2020","3","03-22-2020.csv","West Baton Rouge, LA, USA","03-22-2020","3","03-23-2020.csv","West Baton Rouge, LA, USA","03-23-2020","1",,,,,"03-22-2020.csv","West Baton Rouge, LA, USA","03-22-2020","3"
"West Carroll, LA, USA",,,,,,,,,,,,,,,,,,,,
"West Feliciana, LA, USA","03-28-2020.csv","West Feliciana, LA, USA","03-28-2020","4","03-28-2020.csv","West Feliciana, LA, USA","03-28-2020","4",,,,,,,,,"03-28-2020.csv","West Feliciana, LA, USA","03-28-2020","4"
"Westchester, NY, USA","03-03-2020.csv","Westchester, NY, USA","03-03-2020","1","03-03-2020.csv","Westchester, NY, USA","03-03-2020","1","03-24-2020.csv","Westchester, NY, USA","03-24-2020","1",,,,,"03-03-2020.csv","Westchester, NY, USA","03-03-2020","1"
"Western Australia, Australia","02-29-2020.csv","Western Australia, Australia","02-29-2020","2","02-29-2020.csv","Western Australia, Australia","02-29-2020","2","03-01-2020.csv","Western Australia, Australia","03-01-2020","1","03-22-2020.csv","Western Australia, Australia","03-22-2020","1","02-29-2020.csv","Western Australia, Australia","02-29-2020","2"
"Westmoreland, PA, USA","03-22-2020.csv","Westmoreland, PA, USA","03-22-2020","4","03-22-2020.csv","Westmoreland, PA, USA","03-22-2020","4",,,,,,,,,"03-22-2020.csv","Westmoreland, PA, USA","03-22-2020","4"
"Westmoreland, VA, USA","04-03-2020.csv","Westmoreland, VA, USA","04-03-2020","1","04-03-2020.csv","Westmoreland, VA, USA","04-03-2020","1",,,,,,,,,"04-03-2020.csv","Westmoreland, VA, USA","04-03-2020","1"
"Weston, WY, USA",,,,,,,,,,,,,,,,,,,,
"Wetzel, WV, USA","03-30-2020.csv","Wetzel, WV, USA","03-30-2020","1","03-30-2020.csv","Wetzel, WV, USA","03-30-2020","1",,,,,,,,,"03-30-2020.csv","Wetzel, WV, USA","03-30-2020","1"
"Wexford, MI, USA","03-22-2020.csv","Wexford, MI, USA","03-22-2020","1","03-22-2020.csv","Wexford, MI, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Wexford, MI, USA","03-22-2020","1"
"Wharton, TX, USA","03-22-2020.csv","Wharton, TX, USA","03-22-2020","1","03-22-2020.csv","Wharton, TX, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Wharton, TX, USA","03-22-2020","1"
"Whatcom, WA, USA","03-22-2020.csv","Whatcom, WA, USA","03-22-2020","14","03-22-2020.csv","Whatcom, WA, USA","03-22-2020","14","03-22-2020.csv","Whatcom, WA, USA","03-22-2020","2",,,,,"03-22-2020.csv","Whatcom, WA, USA","03-22-2020","12"
"Wheatland, MT, USA",,,,,,,,,,,,,,,,,,,,
"Wheeler, GA, USA","03-29-2020.csv","Wheeler, GA, USA","03-29-2020","1","03-29-2020.csv","Wheeler, GA, USA","03-29-2020","1",,,,,,,,,"03-29-2020.csv","Wheeler, GA, USA","03-29-2020","1"
"Wheeler, NE, USA",,,,,,,,,,,,,,,,,,,,
"Wheeler, OR, USA",,,,,,,,,,,,,,,,,,,,
"Wheeler, TX, USA",,,,,,,,,,,,,,,,,,,,
"White Pine, NV, USA","03-31-2020.csv","White Pine, NV, USA","03-31-2020","1","03-31-2020.csv","White Pine, NV, USA","03-31-2020","1",,,,,,,,,"03-31-2020.csv","White Pine, NV, USA","03-31-2020","1"
"White, AR, USA","03-23-2020.csv","White, AR, USA","03-23-2020","1","03-23-2020.csv","White, AR, USA","03-23-2020","1",,,,,,,,,"03-23-2020.csv","White, AR, USA","03-23-2020","1"
"White, GA, USA","03-25-2020.csv","White, GA, USA","03-25-2020","1","03-25-2020.csv","White, GA, USA","03-25-2020","1",,,,,,,,,"03-25-2020.csv","White, GA, USA","03-25-2020","1"
"White, IL, USA",,,,,,,,,,,,,,,,,,,,
"White, IN, USA","03-28-2020.csv","White, IN, USA","03-28-2020","1","03-28-2020.csv","White, IN, USA","03-28-2020","1",,,,,,,,,"03-28-2020.csv","White, IN, USA","03-28-2020","1"
"White, TN, USA","03-25-2020.csv","White, TN, USA","03-25-2020","1","03-25-2020.csv","White, TN, USA","03-25-2020","1",,,,,,,,,"03-25-2020.csv","White, TN, USA","03-25-2020","1"
"Whiteside, IL, USA","03-22-2020.csv","Whiteside, IL, USA","03-22-2020","1","03-22-2020.csv","Whiteside, IL, USA","03-22-2020","1","04-02-2020.csv","Whiteside, IL, USA","04-02-2020","1",,,,,"03-22-2020.csv","Whiteside, IL, USA","03-22-2020","1"
"Whitfield, GA, USA","03-22-2020.csv","Whitfield, GA, USA","03-22-2020","2","03-22-2020.csv","Whitfield, GA, USA","03-22-2020","2","03-30-2020.csv","Whitfield, GA, USA","03-30-2020","2",,,,,"03-22-2020.csv","Whitfield, GA, USA","03-22-2020","2"
"Whitley, IN, USA","03-28-2020.csv","Whitley, IN, USA","03-28-2020","1","03-28-2020.csv","Whitley, IN, USA","03-28-2020","1",,,,,,,,,"03-28-2020.csv","Whitley, IN, USA","03-28-2020","1"
"Whitley, KY, USA",,,,,,,,,,,,,,,,,,,,
"Whitman, WA, USA","03-22-2020.csv","Whitman, WA, USA","03-22-2020","1","03-22-2020.csv","Whitman, WA, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Whitman, WA, USA","03-22-2020","1"
"WI, USA","03-10-2020.csv","WI, USA","03-10-2020","3","03-10-2020.csv","WI, USA","03-10-2020","3","03-20-2020.csv","WI, USA","03-20-2020","3","03-10-2020.csv","WI, USA","03-10-2020","1","03-10-2020.csv","WI, USA","03-10-2020","2"
"Wibaux, MT, USA",,,,,,,,,,,,,,,,,,,,
"Wichita, KS, USA",,,,,,,,,,,,,,,,,,,,
"Wichita, TX, USA","03-22-2020.csv","Wichita, TX, USA","03-22-2020","4","03-22-2020.csv","Wichita, TX, USA","03-22-2020","4",,,,,,,,,"03-22-2020.csv","Wichita, TX, USA","03-22-2020","4"
"Wicomico, MD, USA","03-22-2020.csv","Wicomico, MD, USA","03-22-2020","2","03-22-2020.csv","Wicomico, MD, USA","03-22-2020","2","03-29-2020.csv","Wicomico, MD, USA","03-29-2020","1",,,,,"03-22-2020.csv","Wicomico, MD, USA","03-22-2020","2"
"Wilbarger, TX, USA",,,,,,,,,,,,,,,,,,,,
"Wilcox, AL, USA","03-25-2020.csv","Wilcox, AL, USA","03-25-2020","1","03-25-2020.csv","Wilcox, AL, USA","03-25-2020","1",,,,,,,,,"03-25-2020.csv","Wilcox, AL, USA","03-25-2020","1"
"Wilcox, GA, USA","03-31-2020.csv","Wilcox, GA, USA","03-31-2020","1","03-31-2020.csv","Wilcox, GA, USA","03-31-2020","1",,,,,,,,,"03-31-2020.csv","Wilcox, GA, USA","03-31-2020","1"
"Wilkes, GA, USA","03-25-2020.csv","Wilkes, GA, USA","03-25-2020","1","03-25-2020.csv","Wilkes, GA, USA","03-25-2020","1",,,,,,,,,"03-25-2020.csv","Wilkes, GA, USA","03-25-2020","1"
"Wilkes, NC, USA","03-30-2020.csv","Wilkes, NC, USA","03-30-2020","1","03-30-2020.csv","Wilkes, NC, USA","03-30-2020","1","04-01-2020.csv","Wilkes, NC, USA","04-01-2020","1",,,,,"03-30-2020.csv","Wilkes, NC, USA","03-30-2020","1"
"Wilkin, MN, USA","03-26-2020.csv","Wilkin, MN, USA","03-26-2020","1","03-26-2020.csv","Wilkin, MN, USA","03-26-2020","1",,,,,,,,,"03-26-2020.csv","Wilkin, MN, USA","03-26-2020","1"
"Wilkinson, GA, USA","03-31-2020.csv","Wilkinson, GA, USA","03-31-2020","1","03-31-2020.csv","Wilkinson, GA, USA","03-31-2020","1",,,,,,,,,"03-31-2020.csv","Wilkinson, GA, USA","03-31-2020","1"
"Wilkinson, MS, USA","03-22-2020.csv","Wilkinson, MS, USA","03-22-2020","3","03-22-2020.csv","Wilkinson, MS, USA","03-22-2020","3","03-26-2020.csv","Wilkinson, MS, USA","03-26-2020","1",,,,,"03-22-2020.csv","Wilkinson, MS, USA","03-22-2020","3"
"Will, IL, USA","03-22-2020.csv","Will, IL, USA","03-22-2020","21","03-22-2020.csv","Will, IL, USA","03-22-2020","21","03-22-2020.csv","Will, IL, USA","03-22-2020","1",,,,,"03-22-2020.csv","Will, IL, USA","03-22-2020","20"
"Willacy, TX, USA","03-27-2020.csv","Willacy, TX, USA","03-27-2020","1","03-27-2020.csv","Willacy, TX, USA","03-27-2020","1",,,,,,,,,"03-27-2020.csv","Willacy, TX, USA","03-27-2020","1"
"Williams, ND, USA","03-31-2020.csv","Williams, ND, USA","03-31-2020","2","03-31-2020.csv","Williams, ND, USA","03-31-2020","2",,,,,,,,,"03-31-2020.csv","Williams, ND, USA","03-31-2020","2"
"Williams, OH, USA","04-03-2020.csv","Williams, OH, USA","04-03-2020","1","04-03-2020.csv","Williams, OH, USA","04-03-2020","1",,,,,,,,,"04-03-2020.csv","Williams, OH, USA","04-03-2020","1"
"Williamsburg, SC, USA","03-25-2020.csv","Williamsburg, SC, USA","03-25-2020","1","03-25-2020.csv","Williamsburg, SC, USA","03-25-2020","1",,,,,,,,,"03-25-2020.csv","Williamsburg, SC, USA","03-25-2020","1"
"Williamsburg, VA, USA","03-22-2020.csv","Williamsburg, VA, USA","03-22-2020","5","03-22-2020.csv","Williamsburg, VA, USA","03-22-2020","5","03-22-2020.csv","Williamsburg, VA, USA","03-22-2020","1",,,,,"03-22-2020.csv","Williamsburg, VA, USA","03-22-2020","4"
"Williamson, IL, USA","03-22-2020.csv","Williamson, IL, USA","03-22-2020","1","03-22-2020.csv","Williamson, IL, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Williamson, IL, USA","03-22-2020","1"
"Williamson, TN, USA","03-05-2020.csv","Williamson, TN, USA","03-05-2020","1","03-05-2020.csv","Williamson, TN, USA","03-05-2020","1","04-02-2020.csv","Williamson, TN, USA","04-02-2020","2",,,,,"03-05-2020.csv","Williamson, TN, USA","03-05-2020","1"
"Williamson, TX, USA","03-22-2020.csv","Williamson, TX, USA","03-22-2020","9","03-22-2020.csv","Williamson, TX, USA","03-22-2020","9","03-29-2020.csv","Williamson, TX, USA","03-29-2020","1",,,,,"03-22-2020.csv","Williamson, TX, USA","03-22-2020","9"
"Wilson, KS, USA",,,,,,,,,,,,,,,,,,,,
"Wilson, NC, USA","03-22-2020.csv","Wilson, NC, USA","03-22-2020","3","03-22-2020.csv","Wilson, NC, USA","03-22-2020","3",,,,,,,,,"03-22-2020.csv","Wilson, NC, USA","03-22-2020","3"
"Wilson, TN, USA","03-22-2020.csv","Wilson, TN, USA","03-22-2020","2","03-22-2020.csv","Wilson, TN, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Wilson, TN, USA","03-22-2020","2"
"Wilson, TX, USA","03-25-2020.csv","Wilson, TX, USA","03-25-2020","1","03-25-2020.csv","Wilson, TX, USA","03-25-2020","1",,,,,,,,,"03-25-2020.csv","Wilson, TX, USA","03-25-2020","1"
"Winchester, VA, USA","03-29-2020.csv","Winchester, VA, USA","03-29-2020","1","03-29-2020.csv","Winchester, VA, USA","03-29-2020","1",,,,,,,,,"03-29-2020.csv","Winchester, VA, USA","03-29-2020","1"
"Windham, CT, USA","03-22-2020.csv","Windham, CT, USA","03-22-2020","1","03-22-2020.csv","Windham, CT, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Windham, CT, USA","03-22-2020","1"
"Windham, VT, USA","03-22-2020.csv","Windham, VT, USA","03-22-2020","5","03-22-2020.csv","Windham, VT, USA","03-22-2020","5",,,,,,,,,"03-22-2020.csv","Windham, VT, USA","03-22-2020","5"
"Windsor, VT, USA","03-22-2020.csv","Windsor, VT, USA","03-22-2020","8","03-22-2020.csv","Windsor, VT, USA","03-22-2020","8","03-22-2020.csv","Windsor, VT, USA","03-22-2020","1",,,,,"03-22-2020.csv","Windsor, VT, USA","03-22-2020","7"
"Winkler, TX, USA",,,,,,,,,,,,,,,,,,,,
"Winn, LA, USA","03-25-2020.csv","Winn, LA, USA","03-25-2020","1","03-25-2020.csv","Winn, LA, USA","03-25-2020","1",,,,,,,,,"03-25-2020.csv","Winn, LA, USA","03-25-2020","1"
"Winnebago, IA, USA",,,,,,,,,,,,,,,,,,,,
"Winnebago, IL, USA","03-22-2020.csv","Winnebago, IL, USA","03-22-2020","4","03-22-2020.csv","Winnebago, IL, USA","03-22-2020","4","04-01-2020.csv","Winnebago, IL, USA","04-01-2020","1",,,,,"03-22-2020.csv","Winnebago, IL, USA","03-22-2020","4"
"Winnebago, WI, USA","03-22-2020.csv","Winnebago, WI, USA","03-22-2020","5","03-22-2020.csv","Winnebago, WI, USA","03-22-2020","5",,,,,,,,,"03-22-2020.csv","Winnebago, WI, USA","03-22-2020","5"
"Winneshiek, IA, USA","03-22-2020.csv","Winneshiek, IA, USA","03-22-2020","1","03-22-2020.csv","Winneshiek, IA, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Winneshiek, IA, USA","03-22-2020","1"
"Winona, MN, USA","03-25-2020.csv","Winona, MN, USA","03-25-2020","2","03-25-2020.csv","Winona, MN, USA","03-25-2020","2",,,,,,,,,"03-25-2020.csv","Winona, MN, USA","03-25-2020","2"
"Winston, AL, USA","03-27-2020.csv","Winston, AL, USA","03-27-2020","2","03-27-2020.csv","Winston, AL, USA","03-27-2020","2",,,,,,,,,"03-27-2020.csv","Winston, AL, USA","03-27-2020","2"
"Winston, MS, USA","03-22-2020.csv","Winston, MS, USA","03-22-2020","2","03-22-2020.csv","Winston, MS, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Winston, MS, USA","03-22-2020","2"
"Wirt, WV, USA","03-30-2020.csv","Wirt, WV, USA","03-30-2020","1","03-30-2020.csv","Wirt, WV, USA","03-30-2020","1",,,,,,,,,"03-30-2020.csv","Wirt, WV, USA","03-30-2020","1"
"Wise, TX, USA","03-30-2020.csv","Wise, TX, USA","03-30-2020","1","03-30-2020.csv","Wise, TX, USA","03-30-2020","1",,,,,,,,,"03-30-2020.csv","Wise, TX, USA","03-30-2020","1"
"Wise, VA, USA","04-03-2020.csv","Wise, VA, USA","04-03-2020","1","04-03-2020.csv","Wise, VA, USA","04-03-2020","1",,,,,,,,,"04-03-2020.csv","Wise, VA, USA","04-03-2020","1"
"Wolfe, KY, USA",,,,,,,,,,,,,,,,,,,,
"Wood, OH, USA","03-22-2020.csv","Wood, OH, USA","03-22-2020","1","03-22-2020.csv","Wood, OH, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Wood, OH, USA","03-22-2020","1"
"Wood, TX, USA","03-31-2020.csv","Wood, TX, USA","03-31-2020","1","03-31-2020.csv","Wood, TX, USA","03-31-2020","1",,,,,,,,,"03-31-2020.csv","Wood, TX, USA","03-31-2020","1"
"Wood, WI, USA","03-22-2020.csv","Wood, WI, USA","03-22-2020","1","03-22-2020.csv","Wood, WI, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Wood, WI, USA","03-22-2020","1"
"Wood, WV, USA","03-25-2020.csv","Wood, WV, USA","03-25-2020","1","03-25-2020.csv","Wood, WV, USA","03-25-2020","1",,,,,,,,,"03-25-2020.csv","Wood, WV, USA","03-25-2020","1"
"Woodbury, IA, USA","03-22-2020.csv","Woodbury, IA, USA","03-22-2020","1","03-22-2020.csv","Woodbury, IA, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Woodbury, IA, USA","03-22-2020","1"
"Woodford, IL, USA","03-22-2020.csv","Woodford, IL, USA","03-22-2020","2","03-22-2020.csv","Woodford, IL, USA","03-22-2020","2",,,,,,,,,"03-22-2020.csv","Woodford, IL, USA","03-22-2020","2"
"Woodford, KY, USA","03-29-2020.csv","Woodford, KY, USA","03-29-2020","3","03-29-2020.csv","Woodford, KY, USA","03-29-2020","3",,,,,,,,,"03-29-2020.csv","Woodford, KY, USA","03-29-2020","3"
"Woodruff, AR, USA","03-22-2020.csv","Woodruff, AR, USA","03-22-2020","1","03-22-2020.csv","Woodruff, AR, USA","03-22-2020","1",,,,,,,,,"03-22-2020.csv","Woodruff, AR, USA","03-22-2020","1"
"Woods, OK, USA",,,,,,,,,,,,,,,,,,,,
"Woodson, KS, USA","03-24-2020.csv","Woodson, KS, USA","03-24-2020","1","03-24-2020.csv","Woodson, KS, USA","03-24-2020","1",,,,,,,,,"03-24-2020.csv","Woodson, KS, USA","03-24-2020","1"
"Woodward, OK, USA","04-02-2020.csv","Woodward, OK, USA","04-02-2020","1","04-02-2020.csv","Woodward, OK, USA","04-02-2020","1",,,,,,,,,"04-02-2020.csv","Woodward, OK, USA","04-02-2020","1"
"Worcester, MA, USA","03-22-2020.csv","Worcester, MA, USA","03-22-2020","37","03-22-2020.csv","Worcester, MA, USA","03-22-2020","37","03-25-2020.csv","Worcester, MA, USA","03-25-2020","2",,,,,"03-22-2020.csv","Worcester, MA, USA","03-22-2020","37"
